QE,AA,AAS_VIEWED_BY_QE,QE_AND_AA_APPENDED
HIXNY,00002,00002,HIXNY|00002
TXD,ALEDAD,ALEDAD,TXD|ALEDAD
HIXNY,ALEDADE,ALEDADE,HIXNY|ALEDADE
TXD,ALFGS,ALFGS,TXD|ALFGS
HEALTHIX,ALHA,ALHA,HEALTHIX|ALHA
HEALTHIX,ALHMD,ALHMD,HEALTHIX|ALHMD
GRRHIO,ALIMS,ALIMS,GRRHIO|ALIMS
GRRHIO,ALIMS2,ALIMS2,GRRHIO|ALIMS2
HEALTHIX,ALK,ALK,HEALTHIX|ALK
HECDCS,ALL-METRO-HOME,ALL-METRO-HOME,HECDCS|ALL-METRO-HOME
HECDCS,ALL-STAR-PEDS,ALL-STAR-PEDS,HECDCS|ALL-STAR-PEDS
GRRHIO,ALLARC,ALLARC,GRRHIO|ALLARC
HECDCS,ALLERGY-ASTHMA,ALLERGY-ASTHMA,HECDCS|ALLERGY-ASTHMA
BRONX,ALLERGY_ASTHMA_CARE_OF_MANHATTAN,ALLERGY ASTHMA CARE OF MANHATTAN,BRONX|ALLERGY ASTHMA CARE OF MANHATTAN
HIXNY,ALLIED,ALLIED,HIXNY|ALLIED
HECDCS,ALLIED-SPINE,ALLIED-SPINE,HECDCS|ALLIED-SPINE
TXD,ALLIED.DUPLICATE1,ALLIED,TXD|ALLIED
HEALTHIX,ALLISL,ALLISL,HEALTHIX|ALLISL
HIXNY,ALLMET,ALLMET,HIXNY|ALLMET
TXD,ALLPED,ALLPED,TXD|ALLPED
HECDCS,ALLRGY-ASTHMA-DX,ALLRGY-ASTHMA-DX,HECDCS|ALLRGY-ASTHMA-DX
BRONX,ALL_TIME_CARE_MEDICAL,ALL TIME CARE MEDICAL,BRONX|ALL TIME CARE MEDICAL
HEALTHIX,ALMP,ALMP,HEALTHIX|ALMP
HECDCS,ALPHA-WELLCARE,ALPHA-WELLCARE,HECDCS|ALPHA-WELLCARE
HECDCS,ALTUCARE-PRIMARY,ALTUCARE-PRIMARY,HECDCS|ALTUCARE-PRIMARY
BRONX,ALVARO_RAMIREZ_PHYSICIAN,ALVARO RAMIREZ PHYSICIAN,BRONX|ALVARO RAMIREZ PHYSICIAN
TXD,ALVLEA,ALVLEA,TXD|ALVLEA
HIXNY,AMAL,AMAL,HIXNY|AMAL
HIXNY,AMALANTICG,AMALANTICG,HIXNY|AMALANTICG
HIXNY,AMALANTICGDOC,AMALANTICGDOC,HIXNY|AMALANTICGDOC
HIXNY,AMALCARREH,AMALCARREH,HIXNY|AMALCARREH
HIXNY,AMALCARREHDOC,AMALCARREHDOC,HIXNY|AMALCARREHDOC
HIXNY,AMALDOC,AMALDOC,HIXNY|AMALDOC
HIXNY,AMALED,AMALED,HIXNY|AMALED
HIXNY,AMALEDDOC,AMALEDDOC,HIXNY|AMALEDDOC
HIXNY,AMALHNDRHB,AMALHNDRHB,HIXNY|AMALHNDRHB
HIXNY,AMALHNDRHBDOC,AMALHNDRHBDOC,HIXNY|AMALHNDRHBDOC
HIXNY,AMALHRTINFS,AMALHRTINFS,HIXNY|AMALHRTINFS
HIXNY,AMALHRTINFSDOC,AMALHRTINFSDOC,HIXNY|AMALHRTINFSDOC
HIXNY,AMALIMAGE,AMALIMAGE,HIXNY|AMALIMAGE
HIXNY,AMALIMAGEDOC,AMALIMAGEDOC,HIXNY|AMALIMAGEDOC
HIXNY,AMALLAB,AMALLAB,HIXNY|AMALLAB
HIXNY,AMALLABDOC,AMALLABDOC,HIXNY|AMALLABDOC
HIXNY,AMALPELV,AMALPELV,HIXNY|AMALPELV
HIXNY,AMALPELVDOC,AMALPELVDOC,HIXNY|AMALPELVDOC
HIXNY,AMALWNDCRO,AMALWNDCRO,HIXNY|AMALWNDCRO
HIXNY,AMALWNDCRODOC,AMALWNDCRODOC,HIXNY|AMALWNDCRODOC
HIXNY,AMAPCC,AMAPCC,HIXNY|AMAPCC
HIXNY,AMAPCCAUD,AMAPCCAUD,HIXNY|AMAPCCAUD
HIXNY,AMAPCCCAR,AMAPCCCAR,HIXNY|AMAPCCCAR
HIXNY,AMAPCCENT,AMAPCCENT,HIXNY|AMAPCCENT
HIXNY,AMAPCCQNS,AMAPCCQNS,HIXNY|AMAPCCQNS
HIXNY,AMAWPDIAEND,AMAWPDIAEND,HIXNY|AMAWPDIAEND
HIXNY,AMAWPDIAENDDOC,AMAWPDIAENDDOC,HIXNY|AMAWPDIAENDDOC
BRONX,AMAZING_MEDICAL_SRVCS,AMAZING MEDICAL SRVCS,BRONX|AMAZING MEDICAL SRVCS
HEALTHIX,AMBM,AMBM,HEALTHIX|AMBM
HEALTHIX,AMBOY,AMBOY,HEALTHIX|AMBOY
HIXNY,AMBPCC,AMBPCC,HIXNY|AMBPCC
HIXNY,AMBRYGEN,AMBRYGEN,HIXNY|AMBRYGEN
HIXNY,AMC837CLAIMS,AMC837CLAIMS,HIXNY|AMC837CLAIMS
HIXNY,AMCFP,AMCFP,HIXNY|AMCFP
HIXNY,AMCFPDOC,AMCFPDOC,HIXNY|AMCFPDOC
HEALTHIX,AMCI,AMCI,HEALTHIX|AMCI
HIXNY,AMCPCC,AMCPCC,HIXNY|AMCPCC
HIXNY,AMDPCCPED,AMDPCCPED,HIXNY|AMDPCCPED
TXD,AMEDS,AMEDS,TXD|AMEDS
BRONX,AMERICA_MEDICAL_GROUP,AMERICA MEDICAL GROUP,BRONX|AMERICA MEDICAL GROUP
HEALTHIX,AMERINA,AMERINA,HEALTHIX|AMERINA
GRRHIO,AMG.DUPLICATE,AMG,GRRHIO|AMG
HEALTHIX,AMG.DUPLICATE1,AMG,HEALTHIX|AMG
GRRHIO,AMG2,AMG2,GRRHIO|AMG2
HIXNY,AMGPCC,AMGPCC,HIXNY|AMGPCC
HIXNY,AMGPCCACC,AMGPCCACC,HIXNY|AMGPCCACC
HIXNY,AMGPCCCAR,AMGPCCCAR,HIXNY|AMGPCCCAR
HIXNY,AMGPCCGI,AMGPCCGI,HIXNY|AMGPCCGI
HIXNY,AMGPCCNEU,AMGPCCNEU,HIXNY|AMGPCCNEU
HIXNY,AMGPCCPED,AMGPCCPED,HIXNY|AMGPCCPED
HIXNY,AMGPCCPOD,AMGPCCPOD,HIXNY|AMGPCCPOD
HIXNY,AMGPCCPUL,AMGPCCPUL,HIXNY|AMGPCCPUL
HIXNY,AMGPCCQNS,AMGPCCQNS,HIXNY|AMGPCCQNS
HIXNY,AMGPCCRIC,AMGPCCRIC,HIXNY|AMGPCCRIC
HIXNY,AMGPCCSUR,AMGPCCSUR,HIXNY|AMGPCCSUR
HIXNY,AMGPCCURO,AMGPCCURO,HIXNY|AMGPCCURO
HIXNY,AMGPCCWH,AMGPCCWH,HIXNY|AMGPCCWH
TXD,AMGRHE,AMGRHE,TXD|AMGRHE
HEALTHIX,AMHARB,AMHARB,HEALTHIX|AMHARB
TXD,AMHRST,AMHRST,TXD|AMHRST
HIXNY,AMHS,AMHS,HIXNY|AMHS
HIXNY,AMHSAALG,AMHSAALG,HIXNY|AMHSAALG
HIXNY,AMHSAALGHL7,AMHSAALGHL7,HIXNY|AMHSAALGHL7
HIXNY,AMHSABAR,AMHSABAR,HIXNY|AMHSABAR
HIXNY,AMHSABARHL7,AMHSABARHL7,HIXNY|AMHSABARHL7
HIXNY,AMHSABH,AMHSABH,HIXNY|AMHSABH
HIXNY,AMHSABHHL7,AMHSABHHL7,HIXNY|AMHSABHHL7
HIXNY,AMHSACAR,AMHSACAR,HIXNY|AMHSACAR
HIXNY,AMHSACARHL7,AMHSACARHL7,HIXNY|AMHSACARHL7
HIXNY,AMHSACTH,AMHSACTH,HIXNY|AMHSACTH
HIXNY,AMHSACTHHL7,AMHSACTHHL7,HIXNY|AMHSACTHHL7
HIXNY,AMHSAEMURG,AMHSAEMURG,HIXNY|AMHSAEMURG
HIXNY,AMHSAEMURGHL7,AMHSAEMURGHL7,HIXNY|AMHSAEMURGHL7
HIXNY,AMHSAEND,AMHSAEND,HIXNY|AMHSAEND
HIXNY,AMHSAENDHL7,AMHSAENDHL7,HIXNY|AMHSAENDHL7
HIXNY,AMHSAENDIN,AMHSAENDIN,HIXNY|AMHSAENDIN
HIXNY,AMHSAENDPE,AMHSAENDPE,HIXNY|AMHSAENDPE
HIXNY,AMHSAENDPEHL7,AMHSAENDPEHL7,HIXNY|AMHSAENDPEHL7
HIXNY,AMHSAGAS,AMHSAGAS,HIXNY|AMHSAGAS
HIXNY,AMHSAGASHL7,AMHSAGASHL7,HIXNY|AMHSAGASHL7
HIXNY,AMHSAGASPE,AMHSAGASPE,HIXNY|AMHSAGASPE
HIXNY,AMHSAGASPEHL7,AMHSAGASPEHL7,HIXNY|AMHSAGASPEHL7
HIXNY,AMHSAGENSUR,AMHSAGENSUR,HIXNY|AMHSAGENSUR
HIXNY,AMHSAGENSURHL7,AMHSAGENSURHL7,HIXNY|AMHSAGENSURHL7
HIXNY,AMHSAHEAR,AMHSAHEAR,HIXNY|AMHSAHEAR
HIXNY,AMHSAHEARHL7,AMHSAHEARHL7,HIXNY|AMHSAHEARHL7
HIXNY,AMHSAHEMON,AMHSAHEMON,HIXNY|AMHSAHEMON
HIXNY,AMHSAHEMONHL7,AMHSAHEMONHL7,HIXNY|AMHSAHEMONHL7
HIXNY,AMHSAHIV,AMHSAHIV,HIXNY|AMHSAHIV
HIXNY,AMHSAHIVHL7,AMHSAHIVHL7,HIXNY|AMHSAHIVHL7
HIXNY,AMHSAINF,AMHSAINF,HIXNY|AMHSAINF
HIXNY,AMHSAINFHL7,AMHSAINFHL7,HIXNY|AMHSAINFHL7
HIXNY,AMHSAINFPE,AMHSAINFPE,HIXNY|AMHSAINFPE
HIXNY,AMHSAINFPEHL7,AMHSAINFPEHL7,HIXNY|AMHSAINFPEHL7
HIXNY,AMHSAINT,AMHSAINT,HIXNY|AMHSAINT
HIXNY,AMHSAINTHL7,AMHSAINTHL7,HIXNY|AMHSAINTHL7
HIXNY,AMHSAMCH,AMHSAMCH,HIXNY|AMHSAMCH
HIXNY,AMHSAMCHDOC,AMHSAMCHDOC,HIXNY|AMHSAMCHDOC
HIXNY,AMHSAMEDPED,AMHSAMEDPED,HIXNY|AMHSAMEDPED
HIXNY,AMHSAMEDPEDHL7,AMHSAMEDPEDHL7,HIXNY|AMHSAMEDPEDHL7
HIXNY,AMHSANEPH,AMHSANEPH,HIXNY|AMHSANEPH
HIXNY,AMHSANEPHHL7,AMHSANEPHHL7,HIXNY|AMHSANEPHHL7
HIXNY,AMHSANEPPE,AMHSANEPPE,HIXNY|AMHSANEPPE
HIXNY,AMHSANEPPEHL7,AMHSANEPPEHL7,HIXNY|AMHSANEPPEHL7
HIXNY,AMHSANEU,AMHSANEU,HIXNY|AMHSANEU
HIXNY,AMHSANEUHL7,AMHSANEUHL7,HIXNY|AMHSANEUHL7
HIXNY,AMHSANEUPE,AMHSANEUPE,HIXNY|AMHSANEUPE
HIXNY,AMHSANEUPEHL7,AMHSANEUPEHL7,HIXNY|AMHSANEUPEHL7
HIXNY,AMHSANSR,AMHSANSR,HIXNY|AMHSANSR
HIXNY,AMHSANSRHL7,AMHSANSRHL7,HIXNY|AMHSANSRHL7
HIXNY,AMHSAOBMFM,AMHSAOBMFM,HIXNY|AMHSAOBMFM
HIXNY,AMHSAOBMFMHL7,AMHSAOBMFMHL7,HIXNY|AMHSAOBMFMHL7
HIXNY,AMHSAOBONC,AMHSAOBONC,HIXNY|AMHSAOBONC
HIXNY,AMHSAOBONCHL7,AMHSAOBONCHL7,HIXNY|AMHSAOBONCHL7
HIXNY,AMHSAOPH,AMHSAOPH,HIXNY|AMHSAOPH
HIXNY,AMHSAOPHHL7,AMHSAOPHHL7,HIXNY|AMHSAOPHHL7
HIXNY,AMHSAORT,AMHSAORT,HIXNY|AMHSAORT
HIXNY,AMHSAORTHL7,AMHSAORTHL7,HIXNY|AMHSAORTHL7
HIXNY,AMHSAOTO,AMHSAOTO,HIXNY|AMHSAOTO
HIXNY,AMHSAOTOHL7,AMHSAOTOHL7,HIXNY|AMHSAOTOHL7
HIXNY,AMHSAOTOPE,AMHSAOTOPE,HIXNY|AMHSAOTOPE
HIXNY,AMHSAOTOPEHL7,AMHSAOTOPEHL7,HIXNY|AMHSAOTOPEHL7
HIXNY,AMHSAPED,AMHSAPED,HIXNY|AMHSAPED
HIXNY,AMHSAPEDHL7,AMHSAPEDHL7,HIXNY|AMHSAPEDHL7
HIXNY,AMHSAPLA,AMHSAPLA,HIXNY|AMHSAPLA
HIXNY,AMHSAPLAHL7,AMHSAPLAHL7,HIXNY|AMHSAPLAHL7
HIXNY,AMHSAPMR,AMHSAPMR,HIXNY|AMHSAPMR
HIXNY,AMHSAPMRHL7,AMHSAPMRHL7,HIXNY|AMHSAPMRHL7
HIXNY,AMHSAPOD,AMHSAPOD,HIXNY|AMHSAPOD
HIXNY,AMHSAPODHL7,AMHSAPODHL7,HIXNY|AMHSAPODHL7
HIXNY,AMHSAPULM,AMHSAPULM,HIXNY|AMHSAPULM
HIXNY,AMHSAPULMHL7,AMHSAPULMHL7,HIXNY|AMHSAPULMHL7
HIXNY,AMHSAPULPE,AMHSAPULPE,HIXNY|AMHSAPULPE
HIXNY,AMHSAPULPEHL7,AMHSAPULPEHL7,HIXNY|AMHSAPULPEHL7
HIXNY,AMHSARHEPE,AMHSARHEPE,HIXNY|AMHSARHEPE
HIXNY,AMHSARHEPEHL7,AMHSARHEPEHL7,HIXNY|AMHSARHEPEHL7
HIXNY,AMHSARHEU,AMHSARHEU,HIXNY|AMHSARHEU
HIXNY,AMHSARHEUHL7,AMHSARHEUHL7,HIXNY|AMHSARHEUHL7
HIXNY,AMHSASPORT,AMHSASPORT,HIXNY|AMHSASPORT
HIXNY,AMHSASPORTHL7,AMHSASPORTHL7,HIXNY|AMHSASPORTHL7
HIXNY,AMHSASURPED,AMHSASURPED,HIXNY|AMHSASURPED
HIXNY,AMHSASURPEDHL7,AMHSASURPEDHL7,HIXNY|AMHSASURPEDHL7
HIXNY,AMHSATRA,AMHSATRA,HIXNY|AMHSATRA
HIXNY,AMHSATRAHL7,AMHSATRAHL7,HIXNY|AMHSATRAHL7
HIXNY,AMHSATRAN,AMHSATRAN,HIXNY|AMHSATRAN
HIXNY,AMHSATRANHL7,AMHSATRANHL7,HIXNY|AMHSATRANHL7
HIXNY,AMHSAURO,AMHSAURO,HIXNY|AMHSAURO
HIXNY,AMHSAUROHL7,AMHSAUROHL7,HIXNY|AMHSAUROHL7
HIXNY,AMHSAVAS,AMHSAVAS,HIXNY|AMHSAVAS
HIXNY,AMHSAVASHL7,AMHSAVASHL7,HIXNY|AMHSAVASHL7
HIXNY,AMHSDOC,AMHSDOC,HIXNY|AMHSDOC
HIXNY,AMHSMONITOR,AMHSMONITOR,HIXNY|AMHSMONITOR
HIXNY,AMHSMONITORDOC,AMHSMONITORDOC,HIXNY|AMHSMONITORDOC
HIXNY,AMHSSCC,AMHSSCC,HIXNY|AMHSSCC
HIXNY,AMHSSCCDOC,AMHSSCCDOC,HIXNY|AMHSSCCDOC
TXD,AMHSUR,AMHSUR,TXD|AMHSUR
HEALTHIX,AMHW,AMHW,HEALTHIX|AMHW
BRONX,AMIDACARE,AMIDACARE,BRONX|AMIDACARE
HIXNY,AMJPCC,AMJPCC,HIXNY|AMJPCC
HIXNY,AMKPCCGI,AMKPCCGI,HIXNY|AMKPCCGI
HEALTHIX,AMMD,AMMD,HEALTHIX|AMMD
HECDCS,AMMIR-RABADI,AMMIR-RABADI,HECDCS|AMMIR-RABADI
HIXNY,AMMPCC,AMMPCC,HIXNY|AMMPCC
HIXNY,AMMPCCPED,AMMPCCPED,HIXNY|AMMPCCPED
HEALTHIX,AMMS,AMMS,HEALTHIX|AMMS
HEALTHIX,AMOP,AMOP,HEALTHIX|AMOP
HEALTHIX,AMOPC,AMOPC,HEALTHIX|AMOPC
HECDCS,AMP.DUPLICATE,AMP,HECDCS|AMP
TXD,AMP.DUPLICATE1,AMP,TXD|AMP
HIXNY,AMPC46QNS,AMPC46QNS,HIXNY|AMPC46QNS
HIXNY,AMPCC46,AMPCC46,HIXNY|AMPCC46
HIXNY,AMPCC46WH,AMPCC46WH,HIXNY|AMPCC46WH
TXD,AMPEDS,AMPEDS,TXD|AMPEDS
HEALTHIX,AMPHS,AMPHS,HEALTHIX|AMPHS
HEALTHIX,AMPM,AMPM,HEALTHIX|AMPM
HIXNY,AMPPCC,AMPPCC,HIXNY|AMPPCC
HIXNY,AMPPCCNEU,AMPPCCNEU,HIXNY|AMPPCCNEU
HIXNY,AMPPCCPED,AMPPCCPED,HIXNY|AMPPCCPED
HIXNY,AMPPCCPOD,AMPPCCPOD,HIXNY|AMPPCCPOD
HIXNY,AMPPCCWH,AMPPCCWH,HIXNY|AMPPCCWH
HECDCS,AMPU,AMPU,HECDCS|AMPU
TXD,AMRGRP,AMRGRP,TXD|AMRGRP
GRRHIO,AMRN,AMRN,GRRHIO|AMRN
GRRHIO,AMSAC,AMSAC,GRRHIO|AMSAC
HEALTHIX,AMSNH,AMSNH,HEALTHIX|AMSNH
HIXNY,AMSPCC,AMSPCC,HIXNY|AMSPCC
BRONX,AMSTERDAM_MEDICAL_PRACTICE,AMSTERDAM MEDICAL PRACTICE,BRONX|AMSTERDAM MEDICAL PRACTICE
BRONX,AMSTERDAM_PEDIATRICS,AMSTERDAM PEDIATRICS,BRONX|AMSTERDAM PEDIATRICS
BRONX,AMTH_MEDICAL,AMTH MEDICAL,BRONX|AMTH MEDICAL
HEALTHIX,AMTODAY,AMTODAY,HEALTHIX|AMTODAY
HECDCS,ANCHOR-FAMILY,ANCHOR-FAMILY,HECDCS|ANCHOR-FAMILY
HECDCS,ANDERSON-CTR,ANDERSON-CTR,HECDCS|ANDERSON-CTR
BRONX,ANDRADE_MEDICAL,ANDRADE MEDICAL,BRONX|ANDRADE MEDICAL
BRONX,ANDRES_URENA,ANDRES URENA,BRONX|ANDRES URENA
HEALTHIX,ANH,ANH,HEALTHIX|ANH
BRONX,ANIL_GUPTA,ANIL GUPTA,BRONX|ANIL GUPTA
BRONX,ANITA_I_AHUJA,ANITA I AHUJA,BRONX|ANITA I AHUJA
HEALTHIX,ANLPC,ANLPC,HEALTHIX|ANLPC
HEALTHIX,ANMPC,ANMPC,HEALTHIX|ANMPC
BRONX,ANNA_PAWLIK,ANNA PAWLIK,BRONX|ANNA PAWLIK
BRONX,ANN_YOUNG_MEDICAL,ANN YOUNG MEDICAL,BRONX|ANN YOUNG MEDICAL
HEALTHIX,ANTHEM,ANTHEM,HEALTHIX|ANTHEM
HEALTHIX,ANYC,ANYC,HEALTHIX|ANYC
HIXNY,ANYTIMEHC,ANYTIMEHC,HIXNY|ANYTIMEHC
HIXNY,AOBGYNNY,AOBGYNNY,HIXNY|AOBGYNNY
HEALTHIX,AOHPPC,AOHPPC,HEALTHIX|AOHPPC
BRONX,AOL_MEDICAL_SRVCS,AOL MEDICAL SRVCS,BRONX|AOL MEDICAL SRVCS
GRRHIO,AOMC,AOMC,GRRHIO|AOMC
GRRHIO,AOMT,AOMT,GRRHIO|AOMT
HECDCS,APALACHIN-FIRE,APALACHIN-FIRE,HECDCS|APALACHIN-FIRE
HECDCS,APALACHIN-PT,APALACHIN-PT,HECDCS|APALACHIN-PT
HEALTHIX,APATEL,APATEL,HEALTHIX|APATEL
HEALTHIX,APC,APC,HEALTHIX|APC
HEALTHIX,APENNANTMD,APENNANTMD,HEALTHIX|APENNANTMD
HEALTHIX,APGP,APGP,HEALTHIX|APGP
HEALTHIX,APICHA,APICHA,HEALTHIX|APICHA
HEALTHIX,APICHAAZ,APICHAAZ,HEALTHIX|APICHAAZ
HEALTHIX,APMD,APMD,HEALTHIX|APMD
HEALTHIX,APMPC,APMPC,HEALTHIX|APMPC
BRONX,APOLLO_MEDICAL,APOLLO MEDICAL,BRONX|APOLLO MEDICAL
TXD,APOTHE,APOTHE,TXD|APOTHE
HEALTHIX,APPC,APPC,HEALTHIX|APPC
TXD,APWNY,APWNY,TXD|APWNY
HEALTHIX,AQMPC,AQMPC,HEALTHIX|AQMPC
HIXNY,ARA,ARA,HIXNY|ARA
GRRHIO,ARA.DUPLICATE1,ARA,GRRHIO|ARA
HEALTHIX,ARAC,ARAC,HEALTHIX|ARAC
HECDCS,ARC-CHMNG-SCHLR,ARC-CHMNG-SCHLR,HECDCS|ARC-CHMNG-SCHLR
HECDCS,ARC-GREATER-HV,ARC-GREATER-HV,HECDCS|ARC-GREATER-HV
HECDCS,ARC-MAD-CORT,ARC-MAD-CORT,HECDCS|ARC-MAD-CORT
HECDCS,ARC-ROCKLAND,ARC-ROCKLAND,HECDCS|ARC-ROCKLAND
HEALTHIX,ARCAMD,ARCAMD,HEALTHIX|ARCAMD
HIXNY,ARCCLINTON,ARCCLINTON,HIXNY|ARCCLINTON
TXD,ARCEC,ARCEC,TXD|ARCEC
BRONX,ARCHANA_SINGIRI_MEDICAL,ARCHANA SINGIRI MEDICAL,BRONX|ARCHANA SINGIRI MEDICAL
HIXNY,ARCHERKIMER,ARCHERKIMER,HIXNY|ARCHERKIMER
TXD,ARCHES,ARCHES,TXD|ARCHES
HEALTHIX,ARGUS,ARGUS,HEALTHIX|ARGUS
HEALTHIX,ARGUSHH,ARGUSHH,HEALTHIX|ARGUSHH
BRONX,ARGUS_COMMUNITY,ARGUS COMMUNITY,BRONX|ARGUS COMMUNITY
BRONX,ARISTA_CENTER,ARISTA CENTER,BRONX|ARISTA CENTER
HEALTHIX,ARJUNMG,ARJUNMG,HEALTHIX|ARJUNMG
HEALTHIX,ARM,ARM,HEALTHIX|ARM
HEALTHIX,ARMCC,ARMCC,HEALTHIX|ARMCC
HEALTHIX,ARML,ARML,HEALTHIX|ARML
BRONX,ARMS_ACRES,ARMS ACRES,BRONX|ARMS ACRES
BRONX,ARSENIO_TIO,ARSENIO TIO,BRONX|ARSENIO TIO
HEALTHIX,ARSM,ARSM,HEALTHIX|ARSM
HEALTHIX,ARSMED,ARSMED,HEALTHIX|ARSMED
HECDCS,ARTHRITIS-HEALTH,ARTHRITIS-HEALTH,HECDCS|ARTHRITIS-HEALTH
HECDCS,ARTHRITIS-SPEC,ARTHRITIS-SPEC,HECDCS|ARTHRITIS-SPEC
BRONX,ARTHUR_HALL,ARTHUR HALL,BRONX|ARTHUR HALL
BRONX,ARTHUR_R_DOVE,ARTHUR R DOVE,BRONX|ARTHUR R DOVE
TXD,ARTMS,ARTMS,TXD|ARTMS
HEALTHIX,ARTOM,ARTOM,HEALTHIX|ARTOM
HECDCS,ARUL-ARUL,ARUL-ARUL,HECDCS|ARUL-ARUL
GRRHIO,ASAP,ASAP,GRRHIO|ASAP
HECDCS,ASC-LOURDES,ASC-LOURDES,HECDCS|ASC-LOURDES
HECDCS,ASC-LOURDES-CLIN,ASC-LOURDES-CLIN,HECDCS|ASC-LOURDES-CLIN
HEALTHIX,ASCAKM,ASCAKM,HEALTHIX|ASCAKM
HEALTHIX,ASCDR,ASCDR,HEALTHIX|ASCDR
HEALTHIX,ASCFS,ASCFS,HEALTHIX|ASCFS
HEALTHIX,ASCHS,ASCHS,HEALTHIX|ASCHS
HEALTHIX,ASCSBH,ASCSBH,HEALTHIX|ASCSBH
HEALTHIX,ASCTK,ASCTK,HEALTHIX|ASCTK
HEALTHIX,ASCWHP,ASCWHP,HEALTHIX|ASCWHP
HEALTHIX,ASDNY,ASDNY,HEALTHIX|ASDNY
HEALTHIX,ASHEENA,ASHEENA,HEALTHIX|ASHEENA
HEALTHIX,ASLC,ASLC,HEALTHIX|ASLC
HEALTHIX,ASLMED,ASLMED,HEALTHIX|ASLMED
BRONX,ASONE.DUPLICATE,ASONE,BRONX|ASONE
HEALTHIX,ASONE.DUPLICATE1,ASONE,HEALTHIX|ASONE
HEALTHIX,ASPC,ASPC,HEALTHIX|ASPC
HECDCS,ASSOC-GASTRO-CNY,ASSOC-GASTRO-CNY,HECDCS|ASSOC-GASTRO-CNY
BRONX,ASSOC_FOR_MENTAL_HEALTH_AND_WELLNESS,ASSOC FOR MENTAL HEALTH AND WELLNESS,BRONX|ASSOC FOR MENTAL HEALTH AND WELLNESS
HECDCS,ASTOR-SRVCS,ASTOR-SRVCS,HECDCS|ASTOR-SRVCS
HEALTHIX,ASTORIA,ASTORIA,HEALTHIX|ASTORIA
BRONX,ASTORIA_HEALTH_CARE_ASSOCIATES,ASTORIA HEALTH CARE ASSOCIATES,BRONX|ASTORIA HEALTH CARE ASSOCIATES
BRONX,ASTORIA_PEDIATRIC_CENTER,ASTORIA PEDIATRIC CENTER,BRONX|ASTORIA PEDIATRIC CENTER
BRONX,ASTOR_SERVICES,ASTOR SERVICES,BRONX|ASTOR SERVICES
HEALTHIX,ASTPC,ASTPC,HEALTHIX|ASTPC
HIXNY,ATHOME,ATHOME,HIXNY|ATHOME
HIXNY,ATHOMEADV,ATHOMEADV,HIXNY|ATHOMEADV
HEALTHIX,ATME,ATME,HEALTHIX|ATME
HEALTHIX,ATMYP,ATMYP,HEALTHIX|ATMYP
HEALTHIX,ATWA,ATWA,HEALTHIX|ATWA
HECDCS,AUBURN-AGT,AUBURN-AGT,HECDCS|AUBURN-AGT
HECDCS,AUBURN-CARDIO,AUBURN-CARDIO,HECDCS|AUBURN-CARDIO
HECDCS,AUBURN-COMMUNITY,AUBURN-COMMUNITY,HECDCS|AUBURN-COMMUNITY
HECDCS,AUBURN-MEM-MED,AUBURN-MEM-MED,HECDCS|AUBURN-MEM-MED
HECDCS,AUBURN-PEDS,AUBURN-PEDS,HECDCS|AUBURN-PEDS
TXD,AUDBON,AUDBON,TXD|AUDBON
HECDCS,AUGUST-R-BUERKLE,AUGUST-R-BUERKLE,HECDCS|AUGUST-R-BUERKLE
HEALTHIX,AUHAMD,AUHAMD,HEALTHIX|AUHAMD
TXD,AUMOBG,AUMOBG,TXD|AUMOBG
HEALTHIX,AURENA,AURENA,HEALTHIX|AURENA
BRONX,AUSTIN_LU_MEDICAL,AUSTIN LU MEDICAL,BRONX|AUSTIN LU MEDICAL
GRRHIO,AVB,AVB,GRRHIO|AVB
GRRHIO,AVB2,AVB2,GRRHIO|AVB2
TXD,AVINO,AVINO,TXD|AVINO
HEALTHIX,AVOC,AVOC,HEALTHIX|AVOC
HEALTHIX,AVON,AVON,HEALTHIX|AVON
BRONX,AVRAHAM_HENOCH,AVRAHAM HENOCH,BRONX|AVRAHAM HENOCH
HEALTHIX,AWALFI,AWALFI,HEALTHIX|AWALFI
HEALTHIX,AWBMD,AWBMD,HEALTHIX|AWBMD
HEALTHIX,AWM,AWM,HEALTHIX|AWM
HECDCS,AWM.DUPLICATE1,AWM,HECDCS|AWM
BRONX,AW_MEDICAL,AW MEDICAL,BRONX|AW MEDICAL
BRONX,AXIOM_MEDICAL,AXIOM MEDICAL,BRONX|AXIOM MEDICAL
TXD,AXIS,AXIS,TXD|AXIS
HIXNY,AXISMEDICAL,AXISMEDICAL,HIXNY|AXISMEDICAL
HEALTHIX,AXPC,AXPC,HEALTHIX|AXPC
BRONX,AYLIN_KIYICI,AYLIN KIYICI,BRONX|AYLIN KIYICI
HEALTHIX,AZBMC,AZBMC,HEALTHIX|AZBMC
HEALTHIX,AZBMSFHC,AZBMSFHC,HEALTHIX|AZBMSFHC
TXD,AZCHCB,AZCHCB,TXD|AZCHCB
HEALTHIX,AZEHCF,AZEHCF,HEALTHIX|AZEHCF
HEALTHIX,AZEIT,AZEIT,HEALTHIX|AZEIT
TXD,AZEVR,AZEVR,TXD|AZEVR
HEALTHIX,AZHHHFQHC,AZHHHFQHC,HEALTHIX|AZHHHFQHC
HEALTHIX,AZLIFQHC,AZLIFQHC,HEALTHIX|AZLIFQHC
