QE_NAME,SOURCE,smrn_count,AAAsViewedByQE,QEAndAAAppended
BRONX,ABC_ZHENGS_PEDIATRICS,0,ABC ZHENGS PEDIATRICS,BRONX|ABC ZHENGS PEDIATRICS
HIXNY,WMCBSMGNEPH,0,WMCBSMGNEPH,HIXNY|WMCBSMGNEPH
HIXNY,ESCRDPCLDOC,0,ESCRDPCLDOC,HIXNY|ESCRDPCLDOC
GRRHIO,RRH918,0,RRH918,GRRHIO|RRH918
GRRHIO,UR1716,0,UR1716,GRRHIO|UR1716
GRRHIO,RRH726,0,RRH726,GRRHIO|RRH726
GRRHIO,UR1258,0,UR1258,GRRHIO|UR1258
TXD,LIEBER,0,LIEBER,TXD|LIEBER
BRONX,MOSHOLU_PARKWAY_NURSING_AND_REHAB,0,MOSHOLU PARKWAY NURSING AND REHAB,BRONX|MOSHOLU PARKWAY NURSING AND REHAB
HEALTHIX,ECWRPUR,0,ECWRPUR,HEALTHIX|ECWRPUR
HIXNY,HECKRBL,0,HECKRBL,HIXNY|HECKRBL
GRRHIO,UR0721,0,UR0721,GRRHIO|UR0721
GRRHIO,RRH085,0,RRH085,GRRHIO|RRH085
HECDCS,WINDSOR-PT,0,WINDSOR-PT,HECDCS|WINDSOR-PT
HIXNY,WMCOPDORTJO,0,WMCOPDORTJO,HIXNY|WMCOPDORTJO
BRONX,URBAN_PEDIATRICS,0,URBAN PEDIATRICS,BRONX|URBAN PEDIATRICS
GRRHIO,UR0992,0,UR0992,GRRHIO|UR0992
HECDCS,CROUSE-HOSP-2,0,CROUSE-HOSP-2,HECDCS|CROUSE-HOSP-2
GRRHIO,MNSO19,0,MNSO19,GRRHIO|MNSO19
HECDCS,ANDERSON-CTR,0,ANDERSON-CTR,HECDCS|ANDERSON-CTR
GRRHIO,RRH813,0,RRH813,GRRHIO|RRH813
HECDCS,FAM-WOODSTOCK,0,FAM-WOODSTOCK,HECDCS|FAM-WOODSTOCK
GRRHIO,RRH844,0,RRH844,GRRHIO|RRH844
HIXNY,INGERPR,0,INGERPR,HIXNY|INGERPR
GRRHIO,UR0229,0,UR0229,GRRHIO|UR0229
HECDCS,SOUTH-TIER-CARE,0,SOUTH-TIER-CARE,HECDCS|SOUTH-TIER-CARE
HIXNY,WMCAPSCTSKIDOC,0,WMCAPSCTSKIDOC,HIXNY|WMCAPSCTSKIDOC
HIXNY,HECDEC,0,HECDEC,HIXNY|HECDEC
HIXNY,ELDERNCDOC,0,ELDERNCDOC,HIXNY|ELDERNCDOC
GRRHIO,UR0902,0,UR0902,GRRHIO|UR0902
GRRHIO,UR1112,0,UR1112,GRRHIO|UR1112
GRRHIO,UR1538,0,UR1538,GRRHIO|UR1538
HEALTHIX,SPWESTMED,0,SPWESTMED,HEALTHIX|SPWESTMED
GRRHIO,UR1963,0,UR1963,GRRHIO|UR1963
TXD,RSI,0,RSI,TXD|RSI
GRRHIO,UR0728,0,UR0728,GRRHIO|UR0728
HEALTHIX,SBWTREDG,0,SBWTREDG,HEALTHIX|SBWTREDG
HEALTHIX,COOPERC,0,COOPERC,HEALTHIX|COOPERC
GRRHIO,RR393,0,RR393,GRRHIO|RR393
HIXNY,SPTWBHEMONC,0,SPTWBHEMONC,HIXNY|SPTWBHEMONC
GRRHIO,UR0069,0,UR0069,GRRHIO|UR0069
GRRHIO,UR0639,0,UR0639,GRRHIO|UR0639
GRRHIO,RR286,0,RR286,GRRHIO|RR286
GRRHIO,RRH388,0,RRH388,GRRHIO|RRH388
GRRHIO,UR0770,0,UR0770,GRRHIO|UR0770
HIXNY,CMHNEPHHL7,0,CMHNEPHHL7,HIXNY|CMHNEPHHL7
HIXNY,SPHRBDIAENDDOC,0,SPHRBDIAENDDOC,HIXNY|SPHRBDIAENDDOC
TXD,BHOLV,0,BHOLV,TXD|BHOLV
HIXNY,SRTSCAUDDOC,0,SRTSCAUDDOC,HIXNY|SRTSCAUDDOC
HEALTHIX,ECWCCM,0,ECWCCM,HEALTHIX|ECWCCM
GRRHIO,UR2425,0,UR2425,GRRHIO|UR2425
HEALTHIX,UFM,0,UFM,HEALTHIX|UFM
GRRHIO,UR1755,0,UR1755,GRRHIO|UR1755
GRRHIO,UR2105,0,UR2105,GRRHIO|UR2105
HIXNY,ESCLTPCLDOC,0,ESCLTPCLDOC,HIXNY|ESCLTPCLDOC
HIXNY,CIM,0,CIM,HIXNY|CIM
HIXNY,SNTRBHHOME,0,SNTRBHHOME,HIXNY|SNTRBHHOME
GRRHIO,MNSO13,0,MNSO13,GRRHIO|MNSO13
GRRHIO,SJHC,0,SJHC,GRRHIO|SJHC
HECDCS,ROSCOE-REGIONAL,0,ROSCOE-REGIONAL,HECDCS|ROSCOE-REGIONAL
GRRHIO,UR1749,0,UR1749,GRRHIO|UR1749
HECDCS,MONTE-SCHAFFER,0,MONTE-SCHAFFER,HECDCS|MONTE-SCHAFFER
HIXNY,HECCHSS,0,HECCHSS,HIXNY|HECCHSS
GRRHIO,MNSO53,0,MNSO53,GRRHIO|MNSO53
GRRHIO,RR472,0,RR472,GRRHIO|RR472
HIXNY,WMCOPDNSTOBDOC,0,WMCOPDNSTOBDOC,HIXNY|WMCOPDNSTOBDOC
GRRHIO,UR0109,0,UR0109,GRRHIO|UR0109
HIXNY,ELDCOLALF,0,ELDCOLALF,HIXNY|ELDCOLALF
GRRHIO,RR490,0,RR490,GRRHIO|RR490
GRRHIO,UR2438,0,UR2438,GRRHIO|UR2438
GRRHIO,RRH656,0,RRH656,GRRHIO|RRH656
HECDCS,N-CTRY-NURSING,0,N-CTRY-NURSING,HECDCS|N-CTRY-NURSING
GRRHIO,MNSO30,0,MNSO30,GRRHIO|MNSO30
HECDCS,SURV-THRV-PSYCH,0,SURV-THRV-PSYCH,HECDCS|SURV-THRV-PSYCH
HIXNY,AMHSAINFHL7,0,AMHSAINFHL7,HIXNY|AMHSAINFHL7
GRRHIO,MNSO27,0,MNSO27,GRRHIO|MNSO27
HIXNY,FLBSSALERT,0,FLBSSALERT,HIXNY|FLBSSALERT
HECDCS,POUGH-MED-GRP-AS,0,POUGH-MED-GRP-AS,HECDCS|POUGH-MED-GRP-AS
HIXNY,SHSMIMAGE,0,SHSMIMAGE,HIXNY|SHSMIMAGE
HIXNY,SHSMHNUTRN,0,SHSMHNUTRN,HIXNY|SHSMHNUTRN
GRRHIO,UR0193,0,UR0193,GRRHIO|UR0193
GRRHIO,UR0038,0,UR0038,GRRHIO|UR0038
GRRHIO,RR219,0,RR219,GRRHIO|RR219
HEALTHIX,SBMHIX,0,SBMHIX,HEALTHIX|SBMHIX
HECDCS,UMH-HILLTOP,0,UMH-HILLTOP,HECDCS|UMH-HILLTOP
GRRHIO,RR244,0,RR244,GRRHIO|RR244
HIXNY,RAMCSJC,0,RAMCSJC,HIXNY|RAMCSJC
GRRHIO,EMSOAKFD,0,EMSOAKFD,GRRHIO|EMSOAKFD
GRRHIO,UR2326,0,UR2326,GRRHIO|UR2326
GRRHIO,RR167,0,RR167,GRRHIO|RR167
HIXNY,IMACLIN,0,IMACLIN,HIXNY|IMACLIN
HIXNY,WMCAPSHMOSSDOC,0,WMCAPSHMOSSDOC,HIXNY|WMCAPSHMOSSDOC
GRRHIO,RR260,0,RR260,GRRHIO|RR260
GRRHIO,RR76,0,RR76,GRRHIO|RR76
GRRHIO,UR1178,0,UR1178,GRRHIO|UR1178
HIXNY,HECOAI,0,HECOAI,HIXNY|HECOAI
GRRHIO,MNSO63,0,MNSO63,GRRHIO|MNSO63
HECDCS,ONEIDA-OBGYN-GRP,0,ONEIDA-OBGYN-GRP,HECDCS|ONEIDA-OBGYN-GRP
GRRHIO,UR1812,0,UR1812,GRRHIO|UR1812
HECDCS,ADAPT-HV,0,ADAPT-HV,HECDCS|ADAPT-HV
GRRHIO,UR2096,0,UR2096,GRRHIO|UR2096
HIXNY,BFCSYPortal,0,BFCSYPortal,HIXNY|BFCSYPortal
BRONX,2.16.840.1.113883.3.3388.1.1.1.1734922194.3,0,2.16.840.1.113883.3.3388.1.1.1.1734922194.3,BRONX|2.16.840.1.113883.3.3388.1.1.1.1734922194.3
GRRHIO,UR1539,0,UR1539,GRRHIO|UR1539
GRRHIO,UR2336,0,UR2336,GRRHIO|UR2336
GRRHIO,UR1673,0,UR1673,GRRHIO|UR1673
HIXNY,SCSC,0,SCSC,HIXNY|SCSC
GRRHIO,PNMC,0,PNMC,GRRHIO|PNMC
GRRHIO,IDMH,0,IDMH,GRRHIO|IDMH
GRRHIO,RR276,0,RR276,GRRHIO|RR276
GRRHIO,UR1469,0,UR1469,GRRHIO|UR1469
GRRHIO,MNSO42,0,MNSO42,GRRHIO|MNSO42
HECDCS,ELIZABETH-BREW,0,ELIZABETH-BREW,HECDCS|ELIZABETH-BREW
GRRHIO,RR147,0,RR147,GRRHIO|RR147
HIXNY,HECEHFM,0,HECEHFM,HIXNY|HECEHFM
GRRHIO,UR1848,0,UR1848,GRRHIO|UR1848
GRRHIO,UR2398,0,UR2398,GRRHIO|UR2398
GRRHIO,UR2355,0,UR2355,GRRHIO|UR2355
GRRHIO,RR234,0,RR234,GRRHIO|RR234
GRRHIO,UR1188,0,UR1188,GRRHIO|UR1188
GRRHIO,UR0178,0,UR0178,GRRHIO|UR0178
GRRHIO,RRH684,0,RRH684,GRRHIO|RRH684
GRRHIO,UR0149,0,UR0149,GRRHIO|UR0149
GRRHIO,UR0594,0,UR0594,GRRHIO|UR0594
HIXNY,SPCCTTUMORDOC,0,SPCCTTUMORDOC,HIXNY|SPCCTTUMORDOC
GRRHIO,UR1173,0,UR1173,GRRHIO|UR1173
GRRHIO,UR0822,0,UR0822,GRRHIO|UR0822
GRRHIO,UR0782,0,UR0782,GRRHIO|UR0782
GRRHIO,RR115,0,RR115,GRRHIO|RR115
HECDCS,CORT-HLTH-DPT,0,CORT-HLTH-DPT,HECDCS|CORT-HLTH-DPT
HEALTHIX,WMWHITE,0,WMWHITE,HEALTHIX|WMWHITE
GRRHIO,UR0599,0,UR0599,GRRHIO|UR0599
HIXNY,WMCAPSFLUV,0,WMCAPSFLUV,HIXNY|WMCAPSFLUV
HEALTHIX,EXPINC,0,EXPINC,HEALTHIX|EXPINC
HEALTHIX,YAPH,0,YAPH,HEALTHIX|YAPH
GRRHIO,UR1676,0,UR1676,GRRHIO|UR1676
GRRHIO,UR1970,0,UR1970,GRRHIO|UR1970
GRRHIO,UR0061,0,UR0061,GRRHIO|UR0061
GRRHIO,WWNR,0,WWNR,GRRHIO|WWNR
HECDCS,NY-VET-HOME-OX,0,NY-VET-HOME-OX,HECDCS|NY-VET-HOME-OX
GRRHIO,UR0778,0,UR0778,GRRHIO|UR0778
HECDCS,MAIN-ST-HEALTH,0,MAIN-ST-HEALTH,HECDCS|MAIN-ST-HEALTH
GRRHIO,ELYSIUM,0,ELYSIUM,GRRHIO|ELYSIUM
GRRHIO,RRH985,0,RRH985,GRRHIO|RRH985
HECDCS,CC-STEUBEN,0,CC-STEUBEN,HECDCS|CC-STEUBEN
GRRHIO,UR2224,0,UR2224,GRRHIO|UR2224
GRRHIO,UR1452,0,UR1452,GRRHIO|UR1452
HEALTHIX,WCMC,0,WCMC,HEALTHIX|WCMC
BRONX,2.16.840.1.113883.4.391.192.19102,0,2.16.840.1.113883.4.391.192.19102,BRONX|2.16.840.1.113883.4.391.192.19102
GRRHIO,RR581,0,RR581,GRRHIO|RR581
HIXNY,HECGFP,0,HECGFP,HIXNY|HECGFP
GRRHIO,RRH447,0,RRH447,GRRHIO|RRH447
HIXNY,HECGAI,0,HECGAI,HIXNY|HECGAI
HIXNY,HECOAKORCH,0,HECOAKORCH,HIXNY|HECOAKORCH
HIXNY,SRPLOPNEURODOC,0,SRPLOPNEURODOC,HIXNY|SRPLOPNEURODOC
GRRHIO,UR2260,0,UR2260,GRRHIO|UR2260
HECDCS,GREYSTONE,0,GREYSTONE,HECDCS|GREYSTONE
HEALTHIX,HSSVS,0,HSSVS,HEALTHIX|HSSVS
HIXNY,TSMILE,0,TSMILE,HIXNY|TSMILE
HECDCS,DELHI-REHAB,0,DELHI-REHAB,HECDCS|DELHI-REHAB
HIXNY,WMCAPSPMMADOC,0,WMCAPSPMMADOC,HIXNY|WMCAPSPMMADOC
GRRHIO,RR606,0,RR606,GRRHIO|RR606
GRRHIO,UR1478,0,UR1478,GRRHIO|UR1478
HEALTHIX,VAEXCHANGE,0,VAEXCHANGE,HEALTHIX|VAEXCHANGE
GRRHIO,EHC,0,EHC,GRRHIO|EHC
GRRHIO,RRH396,0,RRH396,GRRHIO|RRH396
HEALTHIX,EGGP,0,EGGP,HEALTHIX|EGGP
HIXNY,WMCOPDPEDOR,0,WMCOPDPEDOR,HIXNY|WMCOPDPEDOR
HEALTHIX,PRRE,0,PRRE,HEALTHIX|PRRE
HIXNY,HECCNYMP,0,HECCNYMP,HIXNY|HECCNYMP
HECDCS,PERSON-CTR,0,PERSON-CTR,HECDCS|PERSON-CTR
HIXNY,WMCOPDPEDURDOC,0,WMCOPDPEDURDOC,HIXNY|WMCOPDPEDURDOC
HEALTHIX,HPRNPCC,0,HPRNPCC,HEALTHIX|HPRNPCC
GRRHIO,NSWNY,0,NSWNY,GRRHIO|NSWNY
HEALTHIX,ISNP,0,ISNP,HEALTHIX|ISNP
HIXNY,BHOS,0,BHOS,HIXNY|BHOS
GRRHIO,UR1832,0,UR1832,GRRHIO|UR1832
GRRHIO,UR1168,0,UR1168,GRRHIO|UR1168
GRRHIO,RR154,0,RR154,GRRHIO|RR154
GRRHIO,RRH082,0,RRH082,GRRHIO|RRH082
HIXNY,SMHACDIP,0,SMHACDIP,HIXNY|SMHACDIP
GRRHIO,RRH217,0,RRH217,GRRHIO|RRH217
HIXNY,WMCOPDNEURM,0,WMCOPDNEURM,HIXNY|WMCOPDNEURM
GRRHIO,UR2273,0,UR2273,GRRHIO|UR2273
HECDCS,ACHIEVE,0,ACHIEVE,HECDCS|ACHIEVE
HIXNY,HSPHREG,0,HSPHREG,HIXNY|HSPHREG
GRRHIO,RR240,0,RR240,GRRHIO|RR240
GRRHIO,RR201,0,RR201,GRRHIO|RR201
GRRHIO,UR2257,0,UR2257,GRRHIO|UR2257
BRONX,INTERFAITH_MEDICAL_CENTER,0,INTERFAITH MEDICAL CENTER,BRONX|INTERFAITH MEDICAL CENTER
GRRHIO,RRH533,0,RRH533,GRRHIO|RRH533
HIXNY,RRHNWHMH,0,RRHNWHMH,HIXNY|RRHNWHMH
HEALTHIX,BRRC,0,BRRC,HEALTHIX|BRRC
GRRHIO,RR482,0,RR482,GRRHIO|RR482
GRRHIO,UR0399,0,UR0399,GRRHIO|UR0399
GRRHIO,RRH357,0,RRH357,GRRHIO|RRH357
BRONX,GOOD_SAMARITAN_HOSPITAL_MEDICAL_CENTER,0,GOOD SAMARITAN HOSPITAL MEDICAL CENTER,BRONX|GOOD SAMARITAN HOSPITAL MEDICAL CENTER
HECDCS,ELEMENTAL,0,ELEMENTAL,HECDCS|ELEMENTAL
GRRHIO,RR678,0,RR678,GRRHIO|RR678
GRRHIO,UR1317,0,UR1317,GRRHIO|UR1317
GRRHIO,RR421,0,RR421,GRRHIO|RR421
GRRHIO,UR1227,0,UR1227,GRRHIO|UR1227
GRRHIO,UR2259,0,UR2259,GRRHIO|UR2259
TXD,SNREAL,0,SNREAL,TXD|SNREAL
HIXNY,SNTABEDDYNR,0,SNTABEDDYNR,HIXNY|SNTABEDDYNR
HIXNY,GFHREHAB,0,GFHREHAB,HIXNY|GFHREHAB
HEALTHIX,MCD,0,MCD,HEALTHIX|MCD
HECDCS,CLARKS-CHIRO,0,CLARKS-CHIRO,HECDCS|CLARKS-CHIRO
TXD,CORHIO,0,CORHIO,TXD|CORHIO
HIXNY,BFCSY,0,BFCSY,HIXNY|BFCSY
GRRHIO,UR2371,0,UR2371,GRRHIO|UR2371
TXD,MEDICR,0,MEDICR,TXD|MEDICR
HECDCS,ONEIDA-CTY-HD-PH,0,ONEIDA-CTY-HD-PH,HECDCS|ONEIDA-CTY-HD-PH
HIXNY,CRORTHO,0,CRORTHO,HIXNY|CRORTHO
GRRHIO,RRH555,0,RRH555,GRRHIO|RRH555
GRRHIO,ECLRS.DUPLICATE,0,ECLRS,GRRHIO|ECLRS
GRRHIO,UR1233,0,UR1233,GRRHIO|UR1233
HIXNY,WMCAPSPSYKIDOC,0,WMCAPSPSYKIDOC,HIXNY|WMCAPSPSYKIDOC
TXD,CPWNY,0,CPWNY,TXD|CPWNY
BRONX,NYP_ALLEN_HOSPITAL,0,NYP ALLEN HOSPITAL,BRONX|NYP ALLEN HOSPITAL
BRONX,NYU_WINTHROP,0,NYU WINTHROP,BRONX|NYU WINTHROP
HIXNY,23141,0,23141,HIXNY|23141
BRONX,2.16.840.1.113883.4.391.89.311030,0,2.16.840.1.113883.4.391.89.311030,BRONX|2.16.840.1.113883.4.391.89.311030
GRRHIO,RRH229,0,RRH229,GRRHIO|RRH229
HIXNY,HECGORTHO,0,HECGORTHO,HIXNY|HECGORTHO
BRONX,2.16.840.1.113883.4.391.89.8637,0,2.16.840.1.113883.4.391.89.8637,BRONX|2.16.840.1.113883.4.391.89.8637
GRRHIO,UR1121,0,UR1121,GRRHIO|UR1121
GRRHIO,UR1172,0,UR1172,GRRHIO|UR1172
TXD,ENTWNY,0,ENTWNY,TXD|ENTWNY
GRRHIO,UR1243,0,UR1243,GRRHIO|UR1243
BRONX,MOUNT_SINAI_MEDICAL_CENTER,0,MOUNT SINAI MEDICAL CENTER,BRONX|MOUNT SINAI MEDICAL CENTER
GRRHIO,RRH923,0,RRH923,GRRHIO|RRH923
GRRHIO,UR1820,0,UR1820,GRRHIO|UR1820
HEALTHIX,BIOREF.DUPLICATE,0,BIOREF,HEALTHIX|BIOREF
HIXNY,JESSICAHALSE,0,JESSICAHALSE,HIXNY|JESSICAHALSE
BRONX,2.16.840.1.113883.4.391.89.3969,0,2.16.840.1.113883.4.391.89.3969,BRONX|2.16.840.1.113883.4.391.89.3969
HIXNY,1407898745SA,0,1407898745SA,HIXNY|1407898745SA
HIXNY,EDDYCAREPACEDOC,0,EDDYCAREPACEDOC,HIXNY|EDDYCAREPACEDOC
HIXNY,SMHAPROS,0,SMHAPROS,HIXNY|SMHAPROS
BRONX,2.16.840.1.113883.4.391.89.6928,0,2.16.840.1.113883.4.391.89.6928,BRONX|2.16.840.1.113883.4.391.89.6928
BRONX,1.2.840.114350.1.13.99998.8734,0,1.2.840.114350.1.13.99998.8734,BRONX|1.2.840.114350.1.13.99998.8734
TXD,MEDFRD,0,MEDFRD,TXD|MEDFRD
HEALTHIX,SharedPlatform,0,SharedPlatform,HEALTHIX|SharedPlatform
GRRHIO,2.16.840.1.113883.4.6.1003010265,0,2.16.840.1.113883.4.6.1003010265,GRRHIO|2.16.840.1.113883.4.6.1003010265
GRRHIO,UR1864,0,UR1864,GRRHIO|UR1864
BRONX,NYP_WEIL_CORNELL_IMAGING,0,NYP WEIL CORNELL IMAGING,BRONX|NYP WEIL CORNELL IMAGING
GRRHIO,RR556,0,RR556,GRRHIO|RR556
GRRHIO,UR2277,0,UR2277,GRRHIO|UR2277
HIXNY,SNRSHCLFTON,0,SNRSHCLFTON,HIXNY|SNRSHCLFTON
TXD,UHIN,0,UHIN,TXD|UHIN
HEALTHIX,ECWPMSPC,0,ECWPMSPC,HEALTHIX|ECWPMSPC
HEALTHIX,MCDA,0,MCDA,HEALTHIX|MCDA
HEALTHIX,WFRCHA,0,WFRCHA,HEALTHIX|WFRCHA
HIXNY,RRHRHSDOC,0,RRHRHSDOC,HIXNY|RRHRHSDOC
HEALTHIX,VNSNYHC,0,VNSNYHC,HEALTHIX|VNSNYHC
GRRHIO,ERPA,0,ERPA,GRRHIO|ERPA
HEALTHIX,NUMC,0,NUMC,HEALTHIX|NUMC
HEALTHIX,CLARETO,0,CLARETO,HEALTHIX|CLARETO
HEALTHIX,HSS,0,HSS,HEALTHIX|HSS
TXD,QUEST.DUPLICATE2,0,QUEST,TXD|QUEST
HIXNY,AMCFPDOC,0,AMCFPDOC,HIXNY|AMCFPDOC
HIXNY,FLIPACDW,0,FLIPACDW,HIXNY|FLIPACDW
HECDCS,ASTOR-SRVCS,0,ASTOR-SRVCS,HECDCS|ASTOR-SRVCS
HIXNY,RRHRHSOUT,0,RRHRHSOUT,HIXNY|RRHRHSOUT
HEALTHIX,BELLEVUE.DUPLICATE1,0,BELLEVUE,HEALTHIX|BELLEVUE
HECDCS,RIVER-HOSPITAL,0,RIVER-HOSPITAL,HECDCS|RIVER-HOSPITAL
HEALTHIX,IPANS,0,IPANS,HEALTHIX|IPANS
HIXNY,BASMIBO,0,BASMIBO,HIXNY|BASMIBO
HIXNY,CVPH,0,CVPH,HIXNY|CVPH
HEALTHIX,NU93,0,NU93,HEALTHIX|NU93
HEALTHIX,STBCFS,0,STBCFS,HEALTHIX|STBCFS
HEALTHIX,NYULUTHERAN,0,NYULUTHERAN,HEALTHIX|NYULUTHERAN
HEALTHIX,SES,0,SES,HEALTHIX|SES
GRRHIO,UR0398,0,UR0398,GRRHIO|UR0398
HEALTHIX,VXMAX,0,VXMAX,HEALTHIX|VXMAX
TXD,HRZON2PART2,0,HRZON2PART2,TXD|HRZON2PART2
HECDCS,GREAT-BING-HLTH,0,GREAT-BING-HLTH,HECDCS|GREAT-BING-HLTH
TXD,BUFULT,0,BUFULT,TXD|BUFULT
HEALTHIX,OACO,0,OACO,HEALTHIX|OACO
HEALTHIX,NEMEDS,0,NEMEDS,HEALTHIX|NEMEDS
GRRHIO,UR0459,0,UR0459,GRRHIO|UR0459
GRRHIO,UR0463,0,UR0463,GRRHIO|UR0463
HEALTHIX,MHCH,0,MHCH,HEALTHIX|MHCH
HEALTHIX,NSUCI,0,NSUCI,HEALTHIX|NSUCI
HEALTHIX,HLM,0,HLM,HEALTHIX|HLM
TXD,WCCHS.DUPLICATE1,0,WCCHS,TXD|WCCHS
HECDCS,WEST-APS,0,WEST-APS,HECDCS|WEST-APS
HEALTHIX,CHNRMA,0,CHNRMA,HEALTHIX|CHNRMA
HEALTHIX,OBHSBHMC,0,OBHSBHMC,HEALTHIX|OBHSBHMC
TXD,RPCI.DUPLICATE1,0,RPCI,TXD|RPCI
HIXNY,1285667634,0,1285667634,HIXNY|1285667634
HEALTHIX,EEPEDS,0,EEPEDS,HEALTHIX|EEPEDS
TXD,CHCB,0,CHCB,TXD|CHCB
HECDCS,PED-CARDIOLOGY,0,PED-CARDIOLOGY,HECDCS|PED-CARDIOLOGY
HECDCS,OAK-ORCHARD-ECW,0,OAK-ORCHARD-ECW,HECDCS|OAK-ORCHARD-ECW
HIXNY,ELLENVILLE,0,ELLENVILLE,HIXNY|ELLENVILLE
TXD,TONPED,0,TONPED,TXD|TONPED
HEALTHIX,BPMC,0,BPMC,HEALTHIX|BPMC
HIXNY,RRHUMMC,0,RRHUMMC,HIXNY|RRHUMMC
GRRHIO,UR2301,0,UR2301,GRRHIO|UR2301
GRRHIO,RRH371,0,RRH371,GRRHIO|RRH371
HIXNY,WMCMHRH,0,WMCMHRH,HIXNY|WMCMHRH
HIXNY,SPBPMBRMED,0,SPBPMBRMED,HIXNY|SPBPMBRMED
HEALTHIX,ECWMCHC,0,ECWMCHC,HEALTHIX|ECWMCHC
GRRHIO,RRH830,0,RRH830,GRRHIO|RRH830
HEALTHIX,AVOC,0,AVOC,HEALTHIX|AVOC
HIXNY,HONEST,0,HONEST,HIXNY|HONEST
GRRHIO,UR0170,0,UR0170,GRRHIO|UR0170
GRRHIO,UR1096,0,UR1096,GRRHIO|UR1096
BRONX,PEDIATRIC_PLAZA,0,PEDIATRIC PLAZA,BRONX|PEDIATRIC PLAZA
GRRHIO,UR0869,0,UR0869,GRRHIO|UR0869
GRRHIO,UR1795,0,UR1795,GRRHIO|UR1795
HEALTHIX,NYUTISCH,0,NYUTISCH,HEALTHIX|NYUTISCH
HECDCS,AMP.DUPLICATE,0,AMP,HECDCS|AMP
HIXNY,CVEMS,0,CVEMS,HIXNY|CVEMS
HEALTHIX,CUMBERLAND,0,CUMBERLAND,HEALTHIX|CUMBERLAND
HECDCS,MADISON-IRVING,0,MADISON-IRVING,HECDCS|MADISON-IRVING
HIXNY,WMCNW,0,WMCNW,HIXNY|WMCNW
HEALTHIX,NYPQAMB,0,NYPQAMB,HEALTHIX|NYPQAMB
HIXNY,KALEIDAXR,0,KALEIDAXR,HIXNY|KALEIDAXR
HEALTHIX,NYMH,0,NYMH,HEALTHIX|NYMH
HEALTHIX,NWHS,0,NWHS,HEALTHIX|NWHS
HECDCS,HAHV-KINGSTON-3,0,HAHV-KINGSTON-3,HECDCS|HAHV-KINGSTON-3
HEALTHIX,SFPA,0,SFPA,HEALTHIX|SFPA
HIXNY,1457395279,0,1457395279,HIXNY|1457395279
HECDCS,ST-JOS-MED,0,ST-JOS-MED,HECDCS|ST-JOS-MED
HIXNY,BASOCO,0,BASOCO,HIXNY|BASOCO
HEALTHIX,ENTFP,0,ENTFP,HEALTHIX|ENTFP
GRRHIO,RRH186,0,RRH186,GRRHIO|RRH186
HEALTHIX,CPHL,0,CPHL,HEALTHIX|CPHL
HEALTHIX,EHAMPFAM,0,EHAMPFAM,HEALTHIX|EHAMPFAM
HIXNY,HCP,0,HCP,HIXNY|HCP
BRONX,SOMOS_ANTHEM,0,SOMOS ANTHEM,BRONX|SOMOS ANTHEM
HEALTHIX,SRH,0,SRH,HEALTHIX|SRH
GRRHIO,WGCA2,0,WGCA2,GRRHIO|WGCA2
HEALTHIX,C,0,C,HEALTHIX|C
HEALTHIX,TRCI,0,TRCI,HEALTHIX|TRCI
HEALTHIX,DMM,0,DMM,HEALTHIX|DMM
HIXNY,CMHRAPIDHL7,0,CMHRAPIDHL7,HIXNY|CMHRAPIDHL7
TXD,RHS.DUPLICATE1,0,RHS,TXD|RHS
HECDCS,SAM-MED,0,SAM-MED,HECDCS|SAM-MED
TXD,MIMP,0,MIMP,TXD|MIMP
TXD,VNA.DUPLICATE1,0,VNA,TXD|VNA
HEALTHIX,UPGH,0,UPGH,HEALTHIX|UPGH
HEALTHIX,ADPPC,0,ADPPC,HEALTHIX|ADPPC
HEALTHIX,NWH,0,NWH,HEALTHIX|NWH
HIXNY,CAPCARD,0,CAPCARD,HIXNY|CAPCARD
HIXNY,SHPOD,0,SHPOD,HIXNY|SHPOD
HEALTHIX,ADTC,0,ADTC,HEALTHIX|ADTC
HECDCS,IFH.DUPLICATE2,0,IFH,HECDCS|IFH
HIXNY,WMCMHRHDOC,0,WMCMHRHDOC,HIXNY|WMCMHRHDOC
HECDCS,ASSOC-GASTRO-CNY,0,ASSOC-GASTRO-CNY,HECDCS|ASSOC-GASTRO-CNY
BRONX,SSS_FM,0,SSS FM,BRONX|SSS FM
GRRHIO,UR0425,0,UR0425,GRRHIO|UR0425
HEALTHIX,AVON,0,AVON,HEALTHIX|AVON
GRRHIO,UR0184,0,UR0184,GRRHIO|UR0184
HEALTHIX,HVMC,0,HVMC,HEALTHIX|HVMC
TXD,ABSAUR,0,ABSAUR,TXD|ABSAUR
GRRHIO,UR0935,0,UR0935,GRRHIO|UR0935
HEALTHIX,BFMA,0,BFMA,HEALTHIX|BFMA
HEALTHIX,SIPPS,0,SIPPS,HEALTHIX|SIPPS
GRRHIO,RRH975,0,RRH975,GRRHIO|RRH975
HEALTHIX,HECMTSINAI,0,HECMTSINAI,HEALTHIX|HECMTSINAI
HIXNY,1578577417,0,1578577417,HIXNY|1578577417
GRRHIO,UR2053,0,UR2053,GRRHIO|UR2053
HECDCS,CONNEXTCARE,0,CONNEXTCARE,HECDCS|CONNEXTCARE
HIXNY,ELLSMCCP,0,ELLSMCCP,HIXNY|ELLSMCCP
HECDCS,HOA,0,HOA,HECDCS|HOA
